id_acidente	id_veiculo	tipo_veiculo	placa	sexo_condutor	idade_condutor	categoria_habilitacao	usa_cinto_seguranca	estado_alcoolizacao	escolaridade
D011200026	02	MO	DJU2486	M	21	SI	X	BR	5
D011200026	01	MO	DOA0277	M	40	SI	X	BR	5
D011200026	02	MO	DJU2486	M	21	SI	X	BR	5
D011200027	01	SI	       	X	SI	SI	X	BR	8
D011200027	01	SI	       	X	SI	SI	X	BR	8
D011200028	01	AU	DIM4703	M	34	SI	X	BR	8
D011200028	01	AU	DIM4703	M	34	SI	X	BR	8
D011200029	01	AU	FAB8095	F	46	SI	X	BR	8
D011200029	01	AU	FAB8095	F	46	SI	X	BR	8
D011200030	01	AU	CTI2864	F	46	SI	X	BR	8
D011200030	02	MO	DYN9327	M	21	SI	X	BR	5
D011200030	01	AU	CTI2864	F	46	SI	X	BR	8
D011200030	02	MO	DYN9327	M	21	SI	X	BR	5
D011200031	01	AU	ERZ7347	F	34	SI	X	BR	5
D011200031	01	AU	ERZ7347	F	34	SI	X	BR	5
D011200032	01	AU	ETA9587	M	20	SI	X	BR	5
D011200032	02	MO	DYV0248	M	31	SI	X	BR	8
D011200032	01	AU	ETA9587	M	20	SI	X	BR	5
D011200032	02	MO	DYV0248	M	31	SI	X	BR	8
D011200033	01	AU	DTE0036	M	SI	SI	X	BR	8
D011200033	02	MO	ANG3723	M	27	SI	X	BR	7
D011200033	01	AU	DTE0036	M	SI	SI	X	BR	8
D011200033	02	MO	ANG3723	M	27	SI	X	BR	7
D011200034	01	AU	FDI1010	M	39	SI	X	BR	5
D011200034	01	AU	FDI1010	M	39	SI	X	BR	5
D011200035	01	SI	       	X	SI	SI	X	BR	8
D011200035	01	SI	       	X	SI	SI	X	BR	8
D011200036	01	AU	DMN4878	M	52	SI	X	BR	3
D011200036	02	MO	DXL7315	M	36	IN	X	BR	7
D011200036	01	AU	DMN4878	M	52	SI	X	BR	3
D011200036	02	MO	DXL7315	M	36	IN	X	BR	7
D011200037	01	MO	DZL9088	M	24	IN	X	BR	3
D011200037	01	MO	DZL9088	M	24	IN	X	BR	3
D011200038	01	MO	EJN4192	M	19	IN	X	BR	8
D011200038	02	AU	EXZ1603	F	35	SI	X	BR	5
D011200038	01	MO	EJN4192	M	19	IN	X	BR	8
D011200038	02	AU	EXZ1603	F	35	SI	X	BR	5
D011200039	01	AU	AQF2515	F	27	SI	X	BR	7
D011200039	02	OU	DJB5510	M	38	HA	X	BR	4
D011200039	01	AU	AQF2515	F	27	SI	X	BR	7
D011200039	02	OU	DJB5510	M	38	HA	X	BR	4
D011200040	01	MO	EQR1260	M	35	SI	X	BR	5
D011200040	02	AU	EEN8889	M	53	SI	X	BR	5
D011200040	03	CA	EMU7625	M	50	SI	X	BR	2
D011200040	01	MO	EQR1260	M	35	SI	X	BR	5
D011200040	02	AU	EEN8889	M	53	SI	X	BR	5
D011200040	03	CA	EMU7625	M	50	SI	X	BR	2
D011200041	01	MO	DXX2250	M	42	SI	X	BR	5
D011200041	01	MO	DXX2250	M	42	SI	X	BR	5
D011200042	01	AU	EEK4463	M	26	SI	X	BR	4
D011200042	02	MO	EHW5212	M	32	SI	X	BR	4
D011200042	01	AU	EEK4463	M	26	SI	X	BR	4
D011200042	02	MO	EHW5212	M	32	SI	X	BR	4
D011200043	01	AU	DRT5118	M	23	SI	X	BR	5
D011200043	01	AU	DRT5118	M	23	SI	X	BR	5
D011200044	01	MO	DUY7276	M	26	SI	X	BR	5
D011200044	01	MO	DUY7276	M	26	SI	X	BR	5
D011200045	01	AU	DTS2385	M	31	IN	X	AA	5
D011200045	02	CM	EJB6158	M	SI	SI	X	BR	8
D011200045	01	AU	DTS2385	M	31	IN	X	AA	5
D011200045	02	CM	EJB6158	M	SI	SI	X	BR	8
D011200046	01	OU	DJF6083	M	57	HA	X	BR	3
D011200046	01	OU	DJF6083	M	57	HA	X	BR	3
D011200047	01	AU	EKL2934	F	31	SI	X	BR	7
D011200047	01	AU	EKL2934	F	31	SI	X	BR	7
D011200048	01	AU	EQW1591	F	37	IN	X	BR	5
D011200048	02	AU	CLM0276	M	41	SI	X	BR	8
D011200048	03	AU	DYB6948	M	34	SI	X	BR	8
D011200048	01	AU	EQW1591	F	37	IN	X	BR	5
D011200048	02	AU	CLM0276	M	41	SI	X	BR	8
D011200048	03	AU	DYB6948	M	34	SI	X	BR	8
D011200049	01	MO	EXB4342	M	27	SI	X	BR	5
D011200049	02	AU	FLY1882	F	32	SI	X	BR	5
D011200049	01	MO	EXB4342	M	27	SI	X	BR	5
D011200049	02	AU	FLY1882	F	32	SI	X	BR	5
D011200050	01	MO	DJU5520	M	SI	SI	X	BR	8
D011200050	01	MO	DJU5520	M	SI	SI	X	BR	8
D011200051	01	AU	BNP7265	M	37	SI	X	AA	3
D011200051	01	AU	BNP7265	M	37	SI	X	AA	3
D011200052	01	AU	DNO9463	F	35	SI	X	BR	6
D011200052	01	AU	DNO9463	F	35	SI	X	BR	6
D011200053	01	OU	DJB2607	M	45	HA	X	BR	5
D011200053	01	OU	DJB2607	M	45	HA	X	BR	5
D011200054	01	CM	DJL7656	M	33	SI	X	BR	8
D011200054	01	CM	DJL7656	M	33	SI	X	BR	8
D011200055	01	AU	DZH7184	M	35	SI	X	BR	5
D011200055	01	AU	DZH7184	M	35	SI	X	BR	5
D011200056	01	AU	CFF9474	M	24	SI	X	SA	3
D011200056	02	MO	DTF8259	M	30	SI	X	BR	4
D011200056	01	AU	CFF9474	M	24	SI	X	SA	3
D011200056	02	MO	DTF8259	M	30	SI	X	BR	4
D011200057	01	AU	DFL9179	M	62	SI	X	AA	3
D011200057	01	AU	DFL9179	M	62	SI	X	AA	3
D011200058	01	BI	       	M	SI	SI	X	BR	8
D011200058	02	MO	EOU4701	M	58	SI	X	BR	8
D011200058	01	BI	       	M	SI	SI	X	BR	8
D011200058	02	MO	EOU4701	M	58	SI	X	BR	8
D011200059	01	AU	EUF1264	F	SI	SI	X	BR	8
D011200059	02	MO	DUY2227	M	30	SI	X	BR	5
D011200059	01	AU	EUF1264	F	SI	SI	X	BR	8
D011200059	02	MO	DUY2227	M	30	SI	X	BR	5
D011200060	01	AU	DZI1809	M	20	SI	X	SA	3
D011200060	01	AU	DZI1809	M	20	SI	X	SA	3
D011200061	01	MC	NFK7991	M	54	SI	X	BR	3
D011200061	01	MC	NFK7991	M	54	SI	X	BR	3
D011200062	01	MO	LUW8964	M	26	SI	X	BR	3
D011200062	01	MO	LUW8964	M	26	SI	X	BR	3
D011200063	01	MO	       	X	SI	SI	X	BR	8
D011200063	01	MO	       	X	SI	SI	X	BR	8
D011200064	01	SI	       	X	SI	SI	X	BR	8
D011200064	01	SI	       	X	SI	SI	X	BR	8
D011200065	01	MO	EQE5416	M	33	SI	X	BR	5
D011200065	02	AU	DRA6646	M	47	SI	X	BR	5
D011200065	01	MO	EQE5416	M	33	SI	X	BR	5
D011200065	02	AU	DRA6646	M	47	SI	X	BR	5
D011200066	01	CA	EMU9531	M	40	SI	X	BR	5
D011200066	01	CA	EMU9531	M	40	SI	X	BR	5
D011200067	01	ON	DTB2579	M	53	SI	X	BR	3
D011200067	01	ON	DTB2579	M	53	SI	X	BR	3
D011200068	01	MO	EXF2329	M	34	SI	X	BR	5
D011200068	01	MO	EXF2329	M	34	SI	X	BR	5
D011200069	01	MO	DFJ4457	M	39	SI	X	BR	5
D011200069	02	CM	EQG6976	M	40	SI	X	BR	7
D011200069	01	MO	DFJ4457	M	39	SI	X	BR	5
D011200069	02	CM	EQG6976	M	40	SI	X	BR	7
D011200070	01	AU	ELF3758	M	25	SI	X	BR	5
D011200070	01	AU	ELF3758	M	25	SI	X	BR	5
D011200071	01	AU	DWQ1914	M	40	SI	X	BR	8
D011200071	01	AU	DWQ1914	M	40	SI	X	BR	8
D011200072	01	AU	CZZ3373	M	43	SI	X	BR	3
D011200072	02	BI	       	M	44	NE	X	BR	8
D011200072	01	AU	CZZ3373	M	43	SI	X	BR	3
D011200072	02	BI	       	M	44	NE	X	BR	8
D011200073	01	MO	EXA2871	M	24	SI	X	BR	5
D011200073	01	MO	EXA2871	M	24	SI	X	BR	5
D011200074	01	AU	GOL3764	M	20	SI	X	AA	5
D011200074	02	OU	DTA7401	M	42	HA	X	BR	3
D011200074	01	AU	GOL3764	M	20	SI	X	AA	5
D011200074	02	OU	DTA7401	M	42	HA	X	BR	3
D011200075	01	AU	       	M	SI	SI	X	BR	8
D011200075	02	MO	EJN1160	M	47	SI	X	BR	7
D011200075	01	AU	       	M	SI	SI	X	BR	8
D011200075	02	MO	EJN1160	M	47	SI	X	BR	7
D011200076	01	ON	       	X	SI	SI	X	BR	8
D011200076	01	ON	       	X	SI	SI	X	BR	8
D011200077	01	AU	DOD5616	M	24	SI	X	BR	3
D011200077	01	AU	DOD5616	M	24	SI	X	BR	3
D011200078	01	MO	       	M	SI	SI	X	BR	8
D011200078	01	MO	       	M	SI	SI	X	BR	8
D011200079	01	ON	ECT1243	M	48	SI	X	BR	3
D011200079	02	MO	EXE2956	M	41	SI	X	BR	5
D011200079	01	ON	ECT1243	M	48	SI	X	BR	3
D011200079	02	MO	EXE2956	M	41	SI	X	BR	5
D011200080	01	MO	ECR8582	M	41	HA	X	BR	3
D011200080	02	AU	EZB8110	M	43	HA	X	BR	7
D011200080	01	MO	ECR8582	M	41	HA	X	BR	3
D011200080	02	AU	EZB8110	M	43	HA	X	BR	7
D011200081	01	MO	EOT4056	M	26	SI	X	BR	4
D011200081	02	MO	DYW5523	M	32	SI	X	BR	8
D011200081	03	AU	CXD4918	M	21	SI	X	BR	7
D011200081	01	MO	EOT4056	M	26	SI	X	BR	4
D011200081	02	MO	DYW5523	M	32	SI	X	BR	8
D011200081	03	AU	CXD4918	M	21	SI	X	BR	7
D011200082	01	AU	CMG1314	M	SI	SI	X	BR	8
D011200082	01	AU	CMG1314	M	SI	SI	X	BR	8
D011200083	01	AU	DTC5232	M	23	SI	X	BR	5
D011200083	02	AU	EMX5645	M	30	SI	X	BR	7
D011200083	01	AU	DTC5232	M	23	SI	X	BR	5
D011200083	02	AU	EMX5645	M	30	SI	X	BR	7
D011200084	01	AU	EPS9898	M	30	SI	X	BR	5
D011200084	01	AU	EPS9898	M	30	SI	X	BR	5
D011200085	01	MO	DUY6008	M	37	SI	X	BR	5
D011200085	02	AU	HMB1006	M	31	SI	X	BR	7
D011200085	01	MO	DUY6008	M	37	SI	X	BR	5
D011200085	02	AU	HMB1006	M	31	SI	X	BR	7
D011200086	01	MO	EUO2252	M	29	IN	X	BR	8
D011200086	01	MO	EUO2252	M	29	IN	X	BR	8
D011200087	01	AU	DPS4340	F	52	SI	X	BR	5
D011200087	02	MO	EJP1645	M	SI	SI	X	BR	8
D011200087	01	AU	DPS4340	F	52	SI	X	BR	5
D011200087	02	MO	EJP1645	M	SI	SI	X	BR	8
D011200088	01	MO	DYY3664	M	20	SI	X	BR	3
D011200088	01	MO	DYY3664	M	20	SI	X	BR	3
D011200089	01	OU	DTB1759	M	41	HA	X	BR	5
D011200089	01	OU	DTB1759	M	41	HA	X	BR	5
D011200090	01	AU	CZX6459	M	39	SI	X	BR	5
D011200090	01	AU	CZX6459	M	39	SI	X	BR	5
D011200091	01	OU	DTD3429	M	29	HA	X	BR	3
D011200091	01	OU	DTD3429	M	29	HA	X	BR	3
D011200092	01	AU	EWO7018	M	36	SI	X	BR	3
D011200092	02	MO	EXA6409	M	27	SI	X	BR	3
D011200092	01	AU	EWO7018	M	36	SI	X	BR	3
D011200092	02	MO	EXA6409	M	27	SI	X	BR	3
D011200093	01	AU	EQY8527	M	20	SI	X	BR	5
D011200093	01	AU	EQY8527	M	20	SI	X	BR	5
D011200094	01	MO	EQD8475	M	49	SI	X	BR	6
D011200094	01	MO	EQD8475	M	49	SI	X	BR	6
D011200095	01	MO	DZQ2507	M	37	SI	X	BR	7
D011200095	01	MO	DZQ2507	M	37	SI	X	BR	7
D011200096	01	AU	EJZ5459	M	32	SI	X	BR	2
D011200096	02	CM	EXT0467	M	35	SI	X	BR	3
D011200096	01	AU	EJZ5459	M	32	SI	X	BR	2
D011200096	02	CM	EXT0467	M	35	SI	X	BR	3
D011200098	01	MO	DAG9685	M	32	SI	X	BR	3
D011200098	02	AU	ELI1013	M	35	SI	X	BR	3
D011200098	01	MO	DAG9685	M	32	SI	X	BR	3
D011200098	02	AU	ELI1013	M	35	SI	X	BR	3
D011200099	01	SI	       	X	SI	SI	X	BR	8
D011200099	01	SI	       	X	SI	SI	X	BR	8
D011200100	01	OU	DTA4246	M	37	HA	X	BR	3
D011200100	01	OU	DTA4246	M	37	HA	X	BR	3
D011200101	01	AU	DTB8041	X	SI	SI	X	BR	8
D011200101	02	MO	DOU5367	M	40	SI	X	BR	3
D011200101	01	AU	DTB8041	X	SI	SI	X	BR	8
D011200101	02	MO	DOU5367	M	40	SI	X	BR	3
D011200102	01	AU	APH2625	M	67	SI	X	BR	7
D011200102	01	AU	APH2625	M	67	SI	X	BR	7
D011200103	01	MO	EXC2990	M	22	SI	X	BR	3
D011200103	01	MO	EXC2990	M	22	SI	X	BR	3
D011200104	01	AU	GAB0970	M	35	SI	X	BR	5
D011200104	01	AU	GAB0970	M	35	SI	X	BR	5
D011200105	01	AU	COY6834	M	54	SI	X	BR	7
D011200105	02	MO	EIE9930	M	34	SI	X	BR	7
D011200105	01	AU	COY6834	M	54	SI	X	BR	7
D011200105	02	MO	EIE9930	M	34	SI	X	BR	7
D011200106	01	MO	EHG5874	M	51	SI	X	BR	2
D011200106	02	ON	DTE5049	M	SI	SI	X	BR	8
D011200106	01	MO	EHG5874	M	51	SI	X	BR	2
D011200106	02	ON	DTE5049	M	SI	SI	X	BR	8
D011200107	01	AU	EEI1375	F	50	SI	X	BR	7
D011200107	01	AU	EEI1375	F	50	SI	X	BR	7
D011200108	01	AU	DME1279	F	45	SI	X	BR	5
D011200108	02	MO	EKI8793	M	29	SI	X	BR	6
D011200108	01	AU	DME1279	F	45	SI	X	BR	5
D011200108	02	MO	EKI8793	M	29	SI	X	BR	6
D011200109	01	AU	CFS4361	M	52	SI	X	BR	7
D011200109	02	AU	EMP2041	F	32	SI	X	BR	7
D011200109	03	AU	CES4361	M	87	HA	X	BR	7
D011200109	01	AU	CFS4361	M	52	SI	X	BR	7
D011200109	02	AU	EMP2041	F	32	SI	X	BR	7
D011200109	03	AU	CES4361	M	87	HA	X	BR	7
D011200110	01	AU	CRI0430	F	41	SI	X	BR	7
D011200110	02	MO	EXD2172	M	SI	SI	X	BR	8
D011200110	01	AU	CRI0430	F	41	SI	X	BR	7
D011200110	02	MO	EXD2172	M	SI	SI	X	BR	8
D011200111	01	AU	EKQ2424	F	47	SI	X	BR	8
D011200111	02	AU	DDB8694	M	37	SI	X	BR	5
D011200111	03	MO	JKH1220	M	52	SI	X	BR	8
D011200111	01	AU	EKQ2424	F	47	SI	X	BR	8
D011200111	02	AU	DDB8694	M	37	SI	X	BR	5
D011200111	03	MO	JKH1220	M	52	SI	X	BR	8
D011200112	01	MO	EIE9166	M	20	SI	X	BR	5
D011200112	02	AU	BKO3950	M	34	SI	X	BR	2
D011200112	01	MO	EIE9166	M	20	SI	X	BR	5
D011200112	02	AU	BKO3950	M	34	SI	X	BR	2
D011200113	01	AU	DQN8427	M	38	SI	X	BR	7
D011200113	01	AU	DQN8427	M	38	SI	X	BR	7
D011200114	01	MO	LUW2277	M	41	SI	X	BR	4
D011200114	02	CM	EJC2592	F	35	SI	X	BR	6
D011200114	01	MO	LUW2277	M	41	SI	X	BR	4
D011200114	02	CM	EJC2592	F	35	SI	X	BR	6
D011200115	01	AU	CID1207	X	SI	SI	X	BR	8
D011200115	01	AU	CID1207	X	SI	SI	X	BR	8
D011200116	01	AU	EBI1291	F	34	SI	X	BR	7
D011200116	02	MO	KVI3261	M	21	SI	X	BR	3
D011200116	01	AU	EBI1291	F	34	SI	X	BR	7
D011200116	02	MO	KVI3261	M	21	SI	X	BR	3
D011200117	01	MO	       	M	29	SI	X	BR	5
D011200117	01	MO	       	M	29	SI	X	BR	5
D011200118	01	MO	BRT4948	M	24	SI	X	BR	5
D011200118	01	MO	BRT4948	M	24	SI	X	BR	5
D011200119	01	AU	EEN1242	M	78	HA	X	BR	5
D011200119	02	ON	DJB5091	M	53	SI	X	BR	3
D011200119	01	AU	EEN1242	M	78	HA	X	BR	5
D011200119	02	ON	DJB5091	M	53	SI	X	BR	3
D011200120	01	MO	DOE3721	M	34	SI	X	BR	2
D011200120	02	AU	EUW5380	F	36	SI	X	BR	7
D011200120	01	MO	DOE3721	M	34	SI	X	BR	2
D011200120	02	AU	EUW5380	F	36	SI	X	BR	7
D011200122	01	AU	DCM3383	M	64	SI	X	BR	3
D011200122	02	MO	CDP7878	M	20	SI	X	BR	5
D011200122	01	AU	DCM3383	M	64	SI	X	BR	3
D011200122	02	MO	CDP7878	M	20	SI	X	BR	5
D011200123	01	AU	CHH2116	M	19	SI	X	BR	5
D011200123	01	AU	CHH2116	M	19	SI	X	BR	5
D011200124	01	AU	DSK7035	M	33	SI	X	BR	7
D011200124	02	MO	DPK0437	M	31	SI	X	BR	8
D011200124	01	AU	DSK7035	M	33	SI	X	BR	7
D011200124	02	MO	DPK0437	M	31	SI	X	BR	8
D011200125	01	MO	DZM6457	M	33	HA	X	BR	5
D011200125	02	AU	DWE8338	M	25	HA	X	BR	4
D011200125	01	MO	DZM6457	M	33	HA	X	BR	5
D011200125	02	AU	DWE8338	M	25	HA	X	BR	4
D011200126	01	AU	EUX2183	F	33	SI	X	BR	7
D011200126	02	MO	DPI5596	M	31	SI	X	BR	3
D011200126	01	AU	EUX2183	F	33	SI	X	BR	7
D011200126	02	MO	DPI5596	M	31	SI	X	BR	3
D011200127	01	AU	DXE5406	M	35	SI	X	BR	5
D011200127	02	MO	DNC6498	M	22	SI	X	BR	5
D011200127	01	AU	DXE5406	M	35	SI	X	BR	5
D011200127	02	MO	DNC6498	M	22	SI	X	BR	5
D011200128	01	AU	EGT1884	M	38	SI	X	BR	5
D011200128	02	AU	EJE6490	M	60	SI	X	BR	5
D011200128	01	AU	EGT1884	M	38	SI	X	BR	5
D011200128	02	AU	EJE6490	M	60	SI	X	BR	5
D011200129	01	AU	GYH6696	F	30	SI	X	BR	7
D011200129	01	AU	GYH6696	F	30	SI	X	BR	7
D011200130	01	AU	EES2211	M	39	HA	X	BR	5
D011200130	02	MO	EJO5787	M	29	SI	X	BR	3
D011200130	01	AU	EES2211	M	39	HA	X	BR	5
D011200130	02	MO	EJO5787	M	29	SI	X	BR	3
D011200131	01	CM	EEX0146	F	18	SI	X	BR	3
D011200131	02	MO	DOY9911	M	28	SI	X	BR	3
D011200131	01	CM	EEX0146	F	18	SI	X	BR	3
D011200131	02	MO	DOY9911	M	28	SI	X	BR	3
D011200132	01	OU	DJB0107	M	31	HA	X	BR	5
D011200132	01	OU	DJB0107	M	31	HA	X	BR	5
D011200133	01	MO	EQP0738	M	51	SI	X	BR	5
D011200133	01	MO	EQP0738	M	51	SI	X	BR	5
D011200134	01	AU	DFF9971	M	32	SI	X	BR	7
D011200134	01	AU	DFF9971	M	32	SI	X	BR	7
D011200135	01	MO	EUN7071	M	25	IN	X	BR	5
D011200135	02	AU	EXA2528	M	26	HA	X	BR	3
D011200135	01	MO	EUN7071	M	25	IN	X	BR	5
D011200135	02	AU	EXA2528	M	26	HA	X	BR	3
D011200136	01	AU	EBY0350	M	40	SI	X	BR	8
D011200136	02	AU	EKX5426	F	37	SI	X	BR	5
D011200136	03	AU	DRR5261	X	SI	SI	X	BR	8
D011200136	01	AU	EBY0350	M	40	SI	X	BR	8
D011200136	02	AU	EKX5426	F	37	SI	X	BR	5
D011200136	03	AU	DRR5261	X	SI	SI	X	BR	8
D011200137	01	MO	EQR1833	M	42	SI	X	BR	5
D011200137	01	MO	EQR1833	M	42	SI	X	BR	5
D011200138	01	AU	EQJ8466	M	29	SI	X	BR	7
D011200138	01	AU	EQJ8466	M	29	SI	X	BR	7
D011200139	01	AU	ELX7237	M	66	SI	X	BR	7
D011200139	02	AU	DLG8403	M	48	SI	X	BR	7
D011200139	01	AU	ELX7237	M	66	SI	X	BR	7
D011200139	02	AU	DLG8403	M	48	SI	X	BR	7
D011200140	01	AU	EJI3033	M	27	SI	X	BR	7
D011200140	01	AU	EJI3033	M	27	SI	X	BR	7
D011200142	01	SI	       	X	SI	SI	X	BR	8
D011200142	01	SI	       	X	SI	SI	X	BR	8
D011200143	01	AU	DZC4984	X	SI	SI	X	BR	8
D011200143	02	BI	       	M	42	NE	X	BR	2
D011200143	01	AU	DZC4984	X	SI	SI	X	BR	8
D011200143	02	BI	       	M	42	NE	X	BR	2
D011200144	01	CM	ETO5850	M	53	SI	X	BR	5
D011200144	01	CM	ETO5850	M	53	SI	X	BR	5
D011200146	01	AU	DJP9990	M	45	SI	X	BR	8
D011200146	01	AU	DJP9990	M	45	SI	X	BR	8
D011200147	01	AU	DXQ4707	M	24	SI	X	BR	6
D011200147	01	AU	DXQ4707	M	24	SI	X	BR	6
D011200148	01	MO	EMD8288	M	43	SI	X	BR	5
D011200148	01	MO	EMD8288	M	43	SI	X	BR	5
D011200149	01	MO	DAF7357	M	35	SI	X	BR	8
D011200149	01	MO	DAF7357	M	35	SI	X	BR	8
D011200150	01	AU	EBL7754	M	23	SI	X	BR	7
D011200150	01	AU	EBL7754	M	23	SI	X	BR	7
D011200151	01	CM	CPR5456	M	57	SI	X	BR	8
D011200151	01	CM	CPR5456	M	57	SI	X	BR	8
D011200152	01	ON	DPE8513	M	52	SI	X	BR	8
D011200152	02	AU	FDR1959	M	36	SI	X	BR	3
D011200152	01	ON	DPE8513	M	52	SI	X	BR	8
D011200152	02	AU	FDR1959	M	36	SI	X	BR	3
D011200154	01	MO	DCS1401	M	36	SI	X	BR	5
D011200154	01	MO	DCS1401	M	36	SI	X	BR	5
D011200155	01	AU	CYH0101	M	22	SI	X	BR	7
D011200155	01	AU	CYH0101	M	22	SI	X	BR	7
D011200156	01	MO	DZR3129	M	SI	SI	X	BR	8
D011200156	02	AU	FGS1511	F	24	SI	X	BR	7
D011200156	01	MO	DZR3129	M	SI	SI	X	BR	8
D011200156	02	AU	FGS1511	F	24	SI	X	BR	7
D011200157	01	MO	BPS4906	M	37	SI	X	BR	5
D011200157	02	AU	EJB6643	M	64	SI	X	BR	5
D011200157	01	MO	BPS4906	M	37	SI	X	BR	5
D011200157	02	AU	EJB6643	M	64	SI	X	BR	5
D011200158	01	AU	DRA5722	M	26	SI	X	BR	5
D011200158	02	CA	CBS7636	X	SI	SI	X	BR	8
D011200158	01	AU	DRA5722	M	26	SI	X	BR	5
D011200158	02	CA	CBS7636	X	SI	SI	X	BR	8
D011200159	01	MO	EXD4645	M	26	HA	X	BR	5
D011200159	01	MO	EXD4645	M	26	HA	X	BR	5
D011200160	01	AU	CNC7422	M	39	SI	X	BR	8
D011200160	02	MO	FSZ8477	M	28	SI	X	BR	3
D011200160	01	AU	CNC7422	M	39	SI	X	BR	8
D011200160	02	MO	FSZ8477	M	28	SI	X	BR	3
D011200161	01	MO	DYZ7026	M	23	SI	X	BR	5
D011200161	02	AU	DTF8728	M	36	SI	X	BR	5
D011200161	01	MO	DYZ7026	M	23	SI	X	BR	5
D011200161	02	AU	DTF8728	M	36	SI	X	BR	5
D011200162	01	OU	FLQ7415	M	45	HA	X	BR	5
D011200162	02	AU	CXY4004	M	21	SI	X	BR	7
D011200162	01	OU	FLQ7415	M	45	HA	X	BR	5
D011200162	02	AU	CXY4004	M	21	SI	X	BR	7
D011200163	01	AU	DGV9886	M	SI	SI	X	BR	8
D011200163	01	AU	DGV9886	M	SI	SI	X	BR	8
D011200164	01	MO	CDI8893	M	26	HA	X	BR	5
D011200164	01	MO	CDI8893	M	26	HA	X	BR	5
D011200165	01	AU	EBL5673	M	44	SI	X	BR	5
D011200165	02	AU	       	X	SI	SI	X	BR	8
D011200165	01	AU	EBL5673	M	44	SI	X	BR	5
